zip,primary_city,acceptable_cities,state,county
45111,Camp Dennison,Loveland,OH,Hamilton County
45112,Chilo,,OH,Clermont County
45113,Clarksville,,OH,Clinton County
45114,Cuba,,OH,Clinton County
45115,Decatur,,OH,Brown County
45118,Fayetteville,Marathon,OH,Brown County
45119,Feesburg,,OH,Brown County
45120,Felicity,,OH,Clermont County
45121,Georgetown,"Brown County, Clermont Cnty, Clermont County",OH,Brown County
45122,Goshen,,OH,Clermont County
45123,Greenfield,Ross County,OH,Highland County
45130,Hamersville,Poetown,OH,Brown County
45131,Higginsport,,OH,Brown County
45132,Highland,,OH,Highland County
45133,Hillsboro,,OH,Highland County
45135,Leesburg,"Fayette Cnty, Fayette County, Hglnd County, Highland County",OH,Highland County
45138,Lees Creek,,OH,Clinton County
45140,Loveland,"Montgomery, Symmes Twp",OH,Clermont County
45142,Lynchburg,,OH,Highland County
45144,Manchester,Adams County,OH,Adams County
45145,Marathon,,OH,Clermont County
45146,Martinsville,,OH,Clinton County
45147,Miamiville,,OH,Clermont County
45148,Midland,,OH,Clinton County
45150,Milford,Day Heights,OH,Clermont County
45152,Morrow,,OH,Warren County
45153,Moscow,"Point Pleasant, Pt Pleasant",OH,Clermont County
45154,Mount Orab,,OH,Brown County
45155,Mowrystown,,OH,Highland County
45156,Neville,,OH,Clermont County
45157,New Richmond,,OH,Clermont County
45158,Newtonsville,,OH,Clermont County
45159,New Vienna,,OH,Clinton County
45160,Owensville,,OH,Clermont County
45162,Pleasant Plain,Pleasant Pln,OH,Warren County
45164,Port William,,OH,Clinton County
45166,Reesville,,OH,Clinton County
45167,Ripley,,OH,Brown County
45168,Russellville,,OH,Brown County
45169,Sabina,"Clinton Cnty, Clinton County, Lees Creek",OH,Clinton County
45171,Sardinia,"Buford, Lake Waynoka",OH,Brown County
45172,Sinking Spring,Sinking Spg,OH,Highland County
45174,Terrace Park,,OH,Hamilton County
45176,Williamsburg,,OH,Clermont County
45177,Wilmington,Cuba,OH,Clinton County
45201,Cincinnati,,OH,Hamilton County
45202,Cincinnati,,OH,Hamilton County
45203,Cincinnati,Queen City,OH,Hamilton County
45204,Cincinnati,Queen City,OH,Hamilton County
45205,Cincinnati,,OH,Hamilton County
45206,Cincinnati,Walnut Hills,OH,Hamilton County
45207,Cincinnati,,OH,Hamilton County
45208,Cincinnati,,OH,Hamilton County
45209,Cincinnati,,OH,Hamilton County
45211,Cincinnati,Cheviot,OH,Hamilton County
45212,Cincinnati,Norwood,OH,Hamilton County
45213,Cincinnati,Taft,OH,Hamilton County
45214,Cincinnati,Queen City,OH,Hamilton County
45215,Cincinnati,"Arlington Heights, Arlington Hts, Lockland, Reading, Wyoming",OH,Hamilton County
45216,Cincinnati,"Elmwood Pl, Elmwood Place, Saint Bernard",OH,Hamilton County
45217,Cincinnati,Saint Bernard,OH,Hamilton County
45218,Cincinnati,Parkdale,OH,Hamilton County
45219,Cincinnati,,OH,Hamilton County
45220,Cincinnati,,OH,Hamilton County
45221,Cincinnati,,OH,Hamilton County
45222,Cincinnati,Roselawn,OH,Hamilton County
45223,Cincinnati,,OH,Hamilton County
45224,Cincinnati,"College Hl, N College Hl",OH,Hamilton County
45225,Cincinnati,,OH,Hamilton County
45226,Cincinnati,,OH,Hamilton County
45227,Cincinnati,Madeira,OH,Hamilton County
45228,Cincinnati,California,OH,Hamilton County
45229,Cincinnati,Avondale,OH,Hamilton County
45230,Cincinnati,"Anderson Township, Anderson Twp, Mount Washington, Mt Washington",OH,Hamilton County
45231,Cincinnati,"Mount Healthy, Wyoming",OH,Hamilton County
45232,Cincinnati,Saint Bernard,OH,Hamilton County
45233,Cincinnati,Sayler Park,OH,Hamilton County
45234,Cincinnati,,OH,Hamilton County
45235,Cincinnati,,OH,Hamilton County
45236,Cincinnati,"Blue Ash, Deer Park, Reading, Silverton, Taft",OH,Hamilton County
45237,Cincinnati,Amberley,OH,Hamilton County
45238,Cincinnati,,OH,Hamilton County
45239,Cincinnati,"Colerain Township, Colerain Twp, Groesbeck, N College Hl, North College Hill",OH,Hamilton County
45240,Cincinnati,Parkdale,OH,Hamilton County
45241,Cincinnati,"Blue Ash, Sharonville, West Chester",OH,Hamilton County
45242,Cincinnati,"Blue Ash, Montgomery",OH,Hamilton County
45243,Cincinnati,"Columbia Township, Columbia Twp, Madeira",OH,Hamilton County
45244,Cincinnati,"Anderson, Newtown",OH,Hamilton County
45245,Cincinnati,,OH,Clermont County
45246,Cincinnati,"Glendale, Parkdale, Springdale, West Chester",OH,Hamilton County
45247,Cincinnati,"Colerain Township, Colerain Twp, Groesbeck",OH,Hamilton County
45248,Cincinnati,Westwood,OH,Hamilton County
45249,Cincinnati,"Montgomery, Symmes, Symmes Twp",OH,Hamilton County
45250,Cincinnati,,OH,Hamilton County
45251,Cincinnati,"Colerain Township, Colerain Twp, Groesbeck",OH,Hamilton County
45252,Cincinnati,"Colerain Township, Colerain Twp",OH,Hamilton County
45253,Cincinnati,Groesbeck,OH,Hamilton County
45254,Cincinnati,Anderson,OH,Hamilton County
45255,Cincinnati,Anderson,OH,Hamilton County
45258,Cincinnati,,OH,Hamilton County
45262,Cincinnati,,OH,Hamilton County
45263,Cincinnati,,OH,Hamilton County
45264,Cincinnati,,OH,Hamilton County
45267,Cincinnati,,OH,Hamilton County
45268,Cincinnati,,OH,Hamilton County
45269,Cincinnati,,OH,Hamilton County
45270,Cincinnati,,OH,Hamilton County
45271,Cincinnati,,OH,Hamilton County
45273,Cincinnati,,OH,Hamilton County
45274,Cincinnati,,OH,Hamilton County
45275,Cincinnati,,OH,Hamilton County
45277,Cincinnati,,OH,Hamilton County
45280,Cincinnati,,OH,Hamilton County
45296,Cincinnati,,OH,Hamilton County
45298,Cincinnati,,OH,Hamilton County
45299,Cincinnati,,OH,Hamilton County
45301,Alpha,,OH,Greene County
45302,Anna,,OH,Shelby County
45303,Ansonia,,OH,Darke County
45304,Arcanum,"Castine, Gordon, Ithaca",OH,Darke County
45305,Bellbrook,"Beavercreek, Beavercreek Township, Beavercrk Twp, Sugarcreek Township, Sugarcrk Twp",OH,Greene County
45306,Botkins,,OH,Shelby County
45307,Bowersville,,OH,Greene County
45308,Bradford,,OH,Darke County
45309,Brookville,,OH,Montgomery County
45310,Burkettsville,,OH,Mercer County
45311,Camden,,OH,Preble County
45312,Casstown,,OH,Miami County
45314,Cedarville,,OH,Greene County
45315,Clayton,Englewood,OH,Montgomery County
45316,Clifton,,OH,Greene County
45317,Conover,,OH,Miami County
45318,Covington,,OH,Miami County
45319,Donnelsville,,OH,Clark County
45320,Eaton,,OH,Preble County
45321,Eldorado,,OH,Preble County
45322,Englewood,Union,OH,Montgomery County
45323,Enon,,OH,Clark County
45324,Fairborn,"Beavercreek, Beavercreek Township, Beavercrk Twp",OH,Greene County
45325,Farmersville,Germantown,OH,Montgomery County
45326,Fletcher,,OH,Miami County
45327,Germantown,,OH,Montgomery County
45328,Gettysburg,,OH,Darke County
45330,Gratis,,OH,Preble County
45331,Greenville,,OH,Darke County
45332,Hollansburg,,OH,Darke County
45333,Houston,,OH,Shelby County
45334,Jackson Center,Jackson Ctr,OH,Shelby County
45335,Jamestown,,OH,Greene County
45336,Kettlersville,,OH,Shelby County
45337,Laura,Potsdm,OH,Miami County
45338,Lewisburg,,OH,Preble County
45339,Ludlow Falls,,OH,Miami County
45340,Maplewood,,OH,Shelby County
45341,Medway,,OH,Clark County
45342,Miamisburg,,OH,Montgomery County
45343,Miamisburg,,OH,Montgomery County
45344,New Carlisle,,OH,Clark County
45345,New Lebanon,,OH,Montgomery County
45346,New Madison,,OH,Darke County
45347,New Paris,,OH,Preble County
45348,New Weston,Rossburg,OH,Darke County
45349,North Hampton,,OH,Clark County
45350,North Star,,OH,Darke County
45351,Osgood,,OH,Darke County
45352,Palestine,,OH,Darke County
45353,Pemberton,,OH,Shelby County
45354,Phillipsburg,,OH,Montgomery County
45356,Piqua,,OH,Miami County
45358,Pitsburg,,OH,Darke County
45359,Pleasant Hill,,OH,Miami County
45360,Port Jefferson,Prt Jefferson,OH,Shelby County
45361,Potsdam,,OH,Miami County
45362,Rossburg,,OH,Darke County
45363,Russia,,OH,Shelby County
45365,Sidney,,OH,Shelby County
45367,Sidney,,OH,Shelby County
45368,South Charleston,S Charleston,OH,Clark County
45369,South Vienna,,OH,Clark County
45370,Spring Valley,"Sugarcreek Township, Sugarcrk Twp",OH,Greene County
45371,Tipp City,Phoneton,OH,Miami County
45372,Tremont City,,OH,Clark County
45373,Troy,,OH,Miami County
45374,Troy,,OH,Miami County
45377,Vandalia,Union,OH,Montgomery County
45378,Verona,,OH,Preble County
45380,Versailles,,OH,Darke County
45381,West Alexandria,W Alexandria,OH,Preble County
45382,West Manchester,W Manchester,OH,Preble County
45383,West Milton,,OH,Miami County
45384,Wilberforce,,OH,Greene County
45385,Xenia,"Beavercrk Twp, Sugarcreek Township, Sugarcrk Twp",OH,Greene County
45387,Yellow Springs,Yellow Spgs,OH,Greene County
45388,Yorkshire,,OH,Darke County
45389,Christiansburg,Christiansbrg,OH,Champaign County
45390,Union City,Dayton,OH,Darke County
45400,Dayton,,OH,Montgomery County
45401,Dayton,,OH,Montgomery County
45402,Dayton,,OH,Montgomery County
45403,Dayton,,OH,Montgomery County
45404,Dayton,Riverside,OH,Montgomery County
45405,Dayton,,OH,Montgomery County
45406,Dayton,Trotwood,OH,Montgomery County
45408,Dayton,,OH,Montgomery County
45409,Dayton,"Kettering, Moraine, Oakwood",OH,Montgomery County
45410,Dayton,,OH,Montgomery County
45412,Dayton,,OH,Montgomery County
45413,Dayton,,OH,Montgomery County
45414,Dayton,,OH,Montgomery County
45415,Dayton,Englewood,OH,Montgomery County
45416,Dayton,Trotwood,OH,Montgomery County
45417,Dayton,,OH,Montgomery County
45418,Dayton,"Moraine, Trotwood",OH,Montgomery County
45419,Dayton,"Kettering, Oakwood",OH,Montgomery County
45420,Dayton,Kettering,OH,Montgomery County
45422,Dayton,,OH,Montgomery County
45423,Dayton,,OH,Montgomery County
45424,Dayton,Huber Heights,OH,Montgomery County
45426,Dayton,Trotwood,OH,Montgomery County
45427,Dayton,"Drexel, Trotwood",OH,Montgomery County
45428,Dayton,,OH,Montgomery County
45429,Dayton,"Centerville, Kettering",OH,Montgomery County
45430,Dayton,"Beavercreek, Beavercreek Township, Beavercrk Twp, Kettering",OH,Greene County
45431,Dayton,"Beavercreek, Beavercreek Township, Beavercrk Twp, Riverside",OH,Greene County
45432,Dayton,"Beavercreek, Kettering",OH,Greene County
45433,Dayton,"Wp Air Base, Wpafb, Wright Pat, Wright Patterson AFB",OH,Greene County
45434,Dayton,"Beavercreek, Beavercreek Township, Beavercrk Twp",OH,Greene County
45435,Dayton,,OH,Greene County
45437,Dayton,,OH,Montgomery County
45439,Dayton,"Kettering, Moraine, W Carrollton, West Carrollton, West Carrollton City",OH,Montgomery County
45440,Dayton,"Beavercreek, Beavercreek Township, Beavercrk Twp, Centerville, Kettering, Sugarcreek Township, Sugarcrk Twp",OH,Montgomery County
45441,Dayton,,OH,Montgomery County
45448,Dayton,,OH,Montgomery County
45449,Dayton,"W Carrollton, West Carrollton, West Carrollton City",OH,Montgomery County
45454,Dayton,,OH,Montgomery County
45458,Dayton,"Centerville, Sugarcreek Township, Sugarcrk Twp, Washingtn Twp, Washington Township",OH,Montgomery County
45459,Dayton,"Centerville, Kettering, Moraine, Sugarcreek Township, Sugarcrk Twp, Washingtn Twp, Washington Township",OH,Montgomery County
45463,Dayton,,OH,Montgomery County
45469,Dayton,,OH,Montgomery County
45470,Dayton,,OH,Montgomery County
45475,Dayton,,OH,Montgomery County
45479,Dayton,,OH,Montgomery County
45481,Dayton,,OH,Montgomery County
45482,Dayton,,OH,Montgomery County
45490,Dayton,,OH,Montgomery County
45501,Springfield,,OH,Clark County
45502,Springfield,,OH,Clark County
45503,Springfield,,OH,Clark County
45504,Springfield,,OH,Clark County
45505,Springfield,,OH,Clark County
45506,Springfield,,OH,Clark County
45601,Chillicothe,,OH,Ross County
45612,Bainbridge,,OH,Ross County
45613,Beaver,Stockdale,OH,Pike County
45614,Bidwell,,OH,Gallia County
45616,Blue Creek,,OH,Adams County
45617,Bourneville,,OH,Ross County
45618,Cherry Fork,,OH,Adams County
45619,Chesapeake,,OH,Lawrence County
45620,Cheshire,,OH,Gallia County
45621,Coalton,,OH,Jackson County
45622,Creola,,OH,Vinton County
45623,Crown City,,OH,Gallia County
45624,Cynthiana,,OH,Pike County
45628,Frankfort,,OH,Ross County
45629,Franklin Furnace,Frankln Frnce,OH,Scioto County
45630,Friendship,,OH,Scioto County
45631,Gallipolis,,OH,Gallia County
45633,Hallsville,,OH,Ross County
45634,Hamden,,OH,Vinton County
45636,Haverhill,,OH,Scioto County
45638,Ironton,"Coal Grove, Hanging Rock",OH,Lawrence County
45640,Jackson,,OH,Jackson County
45642,Jasper,,OH,Pike County
45643,Kerr,,OH,Gallia County
45644,Kingston,,OH,Ross County
45645,Kitts Hill,Rock Camp,OH,Lawrence County
45646,Latham,,OH,Pike County
45647,Londonderry,,OH,Ross County
45648,Lucasville,,OH,Scioto County
45650,Lynx,,OH,Adams County
45651,Mc Arthur,Allensville,OH,Vinton County
45652,Mc Dermott,,OH,Scioto County
45653,Minford,,OH,Scioto County
45654,New Plymouth,,OH,Vinton County
45656,Oak Hill,,OH,Jackson County
45657,Otway,,OH,Scioto County
45658,Patriot,,OH,Gallia County
45659,Pedro,,OH,Lawrence County
45660,Peebles,,OH,Adams County
45661,Piketon,Idaho,OH,Pike County
45662,Portsmouth,"New Boston, Sciotoville",OH,Scioto County
45663,West Portsmouth,"Portsmouth, W Portsmouth",OH,Scioto County
45669,Proctorville,Athalia,OH,Lawrence County
45671,Rarden,,OH,Scioto County
45672,Ray,,OH,Vinton County
45673,Richmond Dale,,OH,Ross County
45674,Rio Grande,,OH,Gallia County
45675,Rock Camp,,OH,Lawrence County
45677,Scioto Furnace,Scioto Furnce,OH,Scioto County
45678,Scottown,,OH,Lawrence County
45679,Seaman,,OH,Adams County
45680,South Point,,OH,Lawrence County
45681,South Salem,,OH,Ross County
45682,South Webster,,OH,Scioto County
45683,Stockdale,,OH,Pike County
45684,Stout,,OH,Scioto County
45685,Thurman,,OH,Gallia County
45686,Vinton,,OH,Gallia County
45687,Wakefield,,OH,Pike County
45688,Waterloo,,OH,Lawrence County
45690,Waverly,,OH,Pike County
45692,Wellston,,OH,Jackson County
45693,West Union,,OH,Adams County
45694,Wheelersburg,,OH,Scioto County
45695,Wilkesville,Radcliff,OH,Vinton County
45696,Willow Wood,,OH,Lawrence County
45697,Winchester,,OH,Adams County
45698,Zaleski,,OH,Vinton County
45699,Lucasville,,OH,Scioto County
45701,Athens,,OH,Athens County
45710,Albany,,OH,Athens County
45711,Amesville,,OH,Athens County
45712,Barlow,,OH,Washington County
45713,Bartlett,,OH,Washington County
45714,Belpre,,OH,Washington County
45715,Beverly,,OH,Washington County
45716,Buchtel,,OH,Athens County
45717,Carbondale,,OH,Athens County
45719,Chauncey,,OH,Athens County
45720,Chester,,OH,Meigs County
45721,Coal Run,,OH,Washington County
45723,Coolville,,OH,Athens County
45724,Cutler,,OH,Washington County
45727,Dexter City,,OH,Noble County
45729,Fleming,,OH,Washington County
45732,Glouster,,OH,Athens County
45734,Graysville,Rinard Mills,OH,Monroe County
45735,Guysville,,OH,Athens County
45739,Hockingport,,OH,Athens County
45740,Jacksonville,,OH,Athens County
45741,Langsville,Dexter,OH,Meigs County
45742,Little Hocking,Little Hockng,OH,Washington County
45743,Long Bottom,,OH,Meigs County
45744,Lowell,,OH,Washington County
45745,Lower Salem,Warner,OH,Washington County
45746,Macksburg,Elba,OH,Washington County
45750,Marietta,,OH,Washington County
45760,Middleport,,OH,Meigs County
45761,Millfield,,OH,Athens County
45764,Nelsonville,,OH,Athens County
45766,New Marshfield,New Marshfld,OH,Athens County
45767,New Matamoras,"Fly, Matamoras, Rinard Mills",OH,Washington County
45768,Newport,,OH,Washington County
45769,Pomeroy,,OH,Meigs County
45770,Portland,,OH,Meigs County
45771,Racine,,OH,Meigs County
45772,Reedsville,,OH,Meigs County
45773,Reno,,OH,Washington County
45775,Rutland,,OH,Meigs County
45776,Shade,,OH,Meigs County
45777,Sharpsburg,,OH,Athens County
45778,Stewart,,OH,Athens County
45779,Syracuse,,OH,Meigs County
45780,The Plains,,OH,Athens County
45782,Trimble,,OH,Athens County
45783,Tuppers Plains,Tuppers Plns,OH,Meigs County
45784,Vincent,,OH,Washington County
45786,Waterford,,OH,Washington County
45787,Watertown,,OH,Washington County
45788,Whipple,,OH,Washington County
45789,Wingett Run,,OH,Washington County
45801,Lima,,OH,Allen County
45802,Lima,,OH,Allen County
45804,Lima,,OH,Allen County
45805,Lima,,OH,Allen County
45806,Lima,"Cridersville, Fort Shawnee",OH,Allen County
45807,Lima,Elida,OH,Allen County
45808,Beaverdam,,OH,Allen County
45809,Gomer,Lima,OH,Allen County
45810,Ada,,OH,Hardin County
45812,Alger,,OH,Hardin County
45813,Antwerp,,OH,Paulding County
45814,Arlington,,OH,Hancock County
45815,Belmore,Leipsic,OH,Putnam County
45816,Benton Ridge,,OH,Hancock County
45817,Bluffton,,OH,Allen County
45819,Buckland,,OH,Auglaize County
45820,Cairo,,OH,Allen County
45821,Cecil,,OH,Paulding County
45822,Celina,Carthagena,OH,Mercer County
45826,Chickasaw,Celina,OH,Mercer County
45827,Cloverdale,,OH,Putnam County
45828,Coldwater,,OH,Mercer County
45830,Columbus Grove,Columbus Grv,OH,Putnam County
45831,Continental,,OH,Putnam County
45832,Convoy,,OH,Van Wert County
45833,Delphos,,OH,Allen County
45835,Dola,,OH,Hardin County
45836,Dunkirk,,OH,Hardin County
45837,Dupont,Continental,OH,Putnam County
45838,Elgin,,OH,Van Wert County
45839,Findlay,,OH,Hancock County
45840,Findlay,,OH,Hancock County
45841,Jenera,,OH,Hancock County
45843,Forest,,OH,Hardin County
45844,Fort Jennings,,OH,Putnam County
45845,Fort Loramie,,OH,Shelby County
45846,Fort Recovery,,OH,Mercer County
45848,Glandorf,,OH,Putnam County
45849,Grover Hill,,OH,Paulding County
45850,Harrod,,OH,Allen County
45851,Haviland,,OH,Paulding County
45853,Kalida,,OH,Putnam County
45854,Lafayette,Lima,OH,Allen County
45855,Latty,,OH,Paulding County
45856,Leipsic,,OH,Putnam County
45858,Mc Comb,,OH,Hancock County
45859,Mc Guffey,,OH,Hardin County
45860,Maria Stein,,OH,Mercer County
45861,Melrose,,OH,Paulding County
45862,Mendon,,OH,Mercer County
45863,Middle Point,,OH,Van Wert County
45864,Miller City,,OH,Putnam County
45865,Minster,,OH,Auglaize County
45866,Montezuma,,OH,Mercer County
45867,Mount Blanchard,Mt Blanchard,OH,Hancock County
45868,Mount Cory,,OH,Hancock County
45869,New Bremen,,OH,Auglaize County
45870,New Hampshire,,OH,Auglaize County
45871,New Knoxville,,OH,Auglaize County
45872,North Baltimore,"Bairdstown, N Baltimore",OH,Wood County
45873,Oakwood,Melrose,OH,Paulding County
45874,Ohio City,,OH,Van Wert County
45875,Ottawa,Gilboa,OH,Putnam County
45876,Ottoville,,OH,Putnam County
45877,Pandora,,OH,Putnam County
45879,Paulding,Broughton,OH,Paulding County
45880,Payne,,OH,Paulding County
45881,Rawson,,OH,Hancock County
45882,Rockford,,OH,Mercer County
45883,Saint Henry,,OH,Mercer County
45884,Saint Johns,,OH,Auglaize County
45885,Saint Marys,,OH,Auglaize County
45886,Scott,,OH,Van Wert County
45887,Spencerville,,OH,Allen County
45888,Uniopolis,,OH,Auglaize County
45889,Van Buren,,OH,Hancock County
45890,Vanlue,,OH,Hancock County
45891,Van Wert,,OH,Van Wert County
45893,Vaughnsville,,OH,Putnam County
45894,Venedocia,Elgin,OH,Van Wert County
45895,Wapakoneta,,OH,Auglaize County
45896,Waynesfield,,OH,Auglaize County
45897,Williamstown,,OH,Hancock County
45898,Willshire,,OH,Van Wert County
45899,Wren,,OH,Van Wert County
45999,Cincinnati,,OH,Hamilton County
46001,Alexandria,,IN,Madison County
46011,Anderson,"Country Club Heights, Ctry Clb Hgts, River Forest, Woodlawn Heights, Woodlawn Hgts",IN,Madison County
46012,Anderson,,IN,Madison County
46013,Anderson,,IN,Madison County
46014,Anderson,,IN,Madison County
46015,Anderson,,IN,Madison County
46016,Anderson,,IN,Madison County
46017,Anderson,Chesterfield,IN,Madison County
46018,Anderson,,IN,Madison County
46030,Arcadia,,IN,Hamilton County
46031,Atlanta,,IN,Hamilton County
46032,Carmel,,IN,Hamilton County
46033,Carmel,,IN,Hamilton County
46034,Cicero,Westfield,IN,Hamilton County
46035,Colfax,,IN,Clinton County
46036,Elwood,,IN,Madison County
46037,Fishers,,IN,Hamilton County
46038,Fishers,,IN,Hamilton County
46039,Forest,,IN,Clinton County
46040,Fortville,Fishers,IN,Hamilton County
46041,Frankfort,Hillisburg,IN,Clinton County
46044,Frankton,,IN,Madison County
46045,Goldsmith,,IN,Tipton County
46047,Hobbs,,IN,Tipton County
46048,Ingalls,,IN,Madison County
46049,Kempton,,IN,Tipton County
46050,Kirklin,,IN,Clinton County
46051,Lapel,,IN,Madison County
46052,Lebanon,Ulen,IN,Boone County
46055,Mccordsville,Fishers,IN,Hancock County
46056,Markleville,,IN,Madison County
46057,Michigantown,,IN,Clinton County
46058,Mulberry,Frankfort,IN,Clinton County
46060,Noblesville,,IN,Hamilton County
46061,Noblesville,,IN,Hamilton County
46062,Noblesville,Westfield,IN,Hamilton County
46063,Orestes,,IN,Madison County
46064,Pendleton,,IN,Madison County
46065,Rossville,,IN,Clinton County
46067,Sedalia,,IN,Clinton County
46068,Sharpsville,,IN,Tipton County
46069,Sheridan,,IN,Hamilton County
46070,Summitville,,IN,Madison County
46071,Thorntown,,IN,Boone County
46072,Tipton,,IN,Tipton County
46074,Westfield,Carmel,IN,Hamilton County
46075,Whitestown,,IN,Boone County
46076,Windfall,,IN,Tipton County
46077,Zionsville,,IN,Boone County
46082,Carmel,,IN,Hamilton County
46085,Fishers,,IN,Hamilton County
46102,Advance,,IN,Boone County
46103,Amo,,IN,Hendricks County
46104,Arlington,,IN,Rush County
46105,Bainbridge,,IN,Putnam County
46106,Bargersville,,IN,Johnson County
46107,Beech Grove,,IN,Marion County
46110,Boggstown,,IN,Shelby County
46111,Brooklyn,,IN,Morgan County
46112,Brownsburg,,IN,Hendricks County
46113,Camby,,IN,Marion County
46115,Carthage,,IN,Rush County
46117,Charlottesville,Charlottesvle,IN,Hancock County
46118,Clayton,,IN,Hendricks County
46120,Cloverdale,,IN,Putnam County
46121,Coatesville,,IN,Putnam County
46122,Danville,,IN,Hendricks County
46123,Avon,,IN,Hendricks County
46124,Edinburgh,"Atterbury, Camp Atterbry, Camp Atterbury, Camp Attrbry",IN,Johnson County
46125,Eminence,,IN,Morgan County
46126,Fairland,,IN,Shelby County
46127,Falmouth,,IN,Rush County
46128,Fillmore,,IN,Putnam County
46129,Finly,,IN,Hancock County
46130,Fountaintown,,IN,Shelby County
46131,Franklin,,IN,Johnson County
46133,Glenwood,,IN,Fayette County
46135,Greencastle,,IN,Putnam County
46140,Greenfield,Spring Lake,IN,Hancock County
46142,Greenwood,,IN,Johnson County
46143,Greenwood,,IN,Johnson County
46144,Gwynneville,,IN,Shelby County
46146,Homer,,IN,Rush County
46147,Jamestown,,IN,Boone County
46148,Knightstown,,IN,Henry County
46149,Lizton,,IN,Hendricks County
46150,Manilla,,IN,Rush County
46151,Martinsville,"Bethany, Centerton",IN,Morgan County
46154,Maxwell,,IN,Hancock County
46155,Mays,,IN,Rush County
46156,Milroy,,IN,Rush County
46157,Monrovia,,IN,Morgan County
46158,Mooresville,,IN,Morgan County
46160,Morgantown,,IN,Brown County
46161,Morristown,,IN,Shelby County
46162,Needham,,IN,Johnson County
46163,New Palestine,,IN,Hancock County
46164,Nineveh,Princes Lakes,IN,Brown County
46165,North Salem,,IN,Hendricks County
46166,Paragon,,IN,Morgan County
46167,Pittsboro,,IN,Hendricks County
46168,Plainfield,Cartersburg,IN,Hendricks County
46170,Putnamville,,IN,Putnam County
46171,Reelsville,,IN,Putnam County
46172,Roachdale,,IN,Putnam County
46173,Rushville,,IN,Rush County
46175,Russellville,,IN,Putnam County
46176,Shelbyville,,IN,Shelby County
46180,Stilesville,,IN,Hendricks County
46181,Trafalgar,,IN,Johnson County
46182,Waldron,,IN,Shelby County
46183,West Newton,,IN,Marion County
46184,Whiteland,New Whiteland,IN,Johnson County
46186,Wilkinson,Willow Branch,IN,Hancock County
46197,Plainfield,,IN,
46201,Indianapolis,,IN,Marion County
46202,Indianapolis,,IN,Marion County
46203,Indianapolis,,IN,Marion County
46204,Indianapolis,,IN,Marion County
46205,Indianapolis,,IN,Marion County
46206,Indianapolis,,IN,Marion County
46207,Indianapolis,,IN,Marion County
46208,Indianapolis,Rocky Ripple,IN,Marion County
46209,Indianapolis,,IN,Marion County
46210,Indianapolis,,IN,
46211,Indianapolis,,IN,Marion County
46213,Indianapolis,,IN,
46214,Indianapolis,Eagle Creek,IN,Marion County
46216,Indianapolis,,IN,Marion County
46217,Indianapolis,Southport,IN,Marion County
46218,Indianapolis,,IN,Marion County
46219,Indianapolis,Warren Park,IN,Marion County
46220,Indianapolis,,IN,Marion County
46221,Indianapolis,,IN,Marion County
46222,Indianapolis,,IN,Marion County
46223,Indianapolis,,IN,Marion County
46224,Indianapolis,Speedway,IN,Marion County
46225,Indianapolis,,IN,Marion County
46226,Indianapolis,Lawrence,IN,Marion County
46227,Indianapolis,"Homecroft, Southport",IN,Marion County
46228,Indianapolis,"Crows Nest, N Crows Nest, North Crows Nest, Spring Hills, Wynnedale",IN,Marion County
46229,Indianapolis,Cumberland,IN,Marion County
46230,Indianapolis,,IN,Marion County
46231,Indianapolis,,IN,Marion County
46234,Indianapolis,Clermont,IN,Marion County
46235,Indianapolis,Oaklandon,IN,Marion County
46236,Indianapolis,Oaklandon,IN,Marion County
46237,Indianapolis,Southport,IN,Marion County
46239,Indianapolis,Wanamaker,IN,Marion County
46240,Indianapolis,"Nora, Williams Creek, Williams Crk",IN,Marion County
46241,Indianapolis,,IN,Marion County
46242,Indianapolis,,IN,Marion County
46244,Indianapolis,,IN,Marion County
46247,Indianapolis,Southport,IN,Marion County
46249,Indianapolis,,IN,Marion County
46250,Indianapolis,Castleton,IN,Marion County
46251,Indianapolis,,IN,Marion County
46253,Indianapolis,Eagle Creek,IN,Marion County
46254,Indianapolis,Eagle Creek,IN,Marion County
46255,Indianapolis,,IN,Marion County
46256,Indianapolis,Castleton,IN,Marion County
46259,Indianapolis,Acton,IN,Marion County
46260,Indianapolis,"Meridian Hills, Meridian Hls, Nora",IN,Marion County
46262,Indianapolis,,IN,Marion County
46266,Indianapolis,,IN,Marion County
46268,Indianapolis,New Augusta,IN,Marion County
46274,Indianapolis,Time/life,IN,Marion County
46275,Indianapolis,,IN,Marion County
46277,Indianapolis,,IN,Marion County
46278,Indianapolis,New Augusta,IN,Marion County
46280,Indianapolis,"Carmel, Nora",IN,Hamilton County
46282,Indianapolis,,IN,Marion County
46283,Indianapolis,,IN,Marion County
46285,Indianapolis,,IN,Marion County
46288,Indianapolis,,IN,
46290,Indianapolis,"Carmel, Nora",IN,Hamilton County
46291,Indianapolis,,IN,Marion County
46295,Indianapolis,,IN,Marion County
46296,Indianapolis,,IN,Marion County
46298,Indianapolis,,IN,Marion County
46301,Beverly Shores,Beverly Shrs,IN,Porter County
46302,Boone Grove,,IN,Porter County
46303,Cedar Lake,,IN,Lake County
46304,Chesterton,"Burns Harbor, Dune Acres, Porter",IN,Porter County
46307,Crown Point,Winfield,IN,Lake County
46308,Crown Point,,IN,Lake County
46310,Demotte,,IN,Jasper County
46311,Dyer,,IN,Lake County
